X,Y,OBJECTID,LLOC_ACCID,BARRI,MES,TOTAL_PERS,IL_LESOS,FERITS_LLE,FERITS_GRE,MORTS,CAUSA_ACCI,Any_dada,CODI_ENS,NOM_ENS
254876.712295689,5161777.61273227,220,"PL SARDANA, 8",EL PUIG,SETEMBRE,3,2,1,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
254050.448056822,5162303.92559547,221,"C/BISAURA, 27",ERM,NOVEMBRE,2,1,1,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
255288.849850037,5162147.29472095,223,"C/FONTCUBERTA, 1",LA COROMINA,OCTUBRE,3,1,2,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
254684.039361579,5161103.92396784,224,"C/DE LA CAVALLERIA, 45",CAVALLERIA,NOVEMBRE,1,0,1,0,0,SORTIDA VIA-CAIGUDA,2021,811200000,Ajuntament de Manlleu
253868.910114543,5160884.46609366,225,"C/RUSIÑOL, 1",BAIX VILA,NOVEMBRE,2,1,1,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
254120.614860048,5161474.76298779,231,"AV. ROMA, 128",VILAMIROSA,DESEMBRE,2,1,1,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
254623.128604731,5161632.71294083,233,PS. DEL PUIG,EL PUIG,OCTUBRE,3,2,1,0,0,COL·LISIÓ MÚLTIPLE,2021,811200000,Ajuntament de Manlleu
253724.99352249,5162302.43268456,234,"PS. SANT JOAN, 276",ERM,DESEMBRE,2,1,1,0,0,ENCALÇ,2021,811200000,Ajuntament de Manlleu
255438.782567811,5161945.57579657,237,"C/FRANCESC PUGET, 33",EL VERDAGUER,DESEMBRE,2,1,1,0,0,ENVESTIDA LATERAL,2021,811200000,Ajuntament de Manlleu
253585.854244214,5161377.72379179,239,"AVD. ROMA, 200",VILAMIROSA,GENER,4,2,2,0,0,ENCALÇ,2022,811200000,Ajuntament de Manlleu
252823.975939713,5161156.76273501,242,"C/VILA-SETRÚ, 15",GRÀCIA,MARÇ,2,1,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
253725.99258963,5160913.11970742,244,"C/ VILAMIROSA, 1",BAIX VILA,MARÇ,2,0,2,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
253707.377175973,5160899.41747228,246,"C/ RUSIÑOL, 23",BAIX VILA,MARÇ,5,3,2,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
254397.400505549,5161392.67517018,248,"PS. SANT JOAN, 114",ERM,MARÇ,2,1,1,0,0,XOC AMB OBJECTE FIX,2022,811200000,Ajuntament de Manlleu
254331.381331441,5161486.72430538,252,"PS. SANT JOAN, 136",ERM,ABRIL,3,2,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
253728.245405077,5160902.69763606,254,C/RUSINYOL amb C/VILAMIROSA,BAIX VILA,ABRIL,2,1,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
254866.524418536,5161811.43284815,256,"AVD. BELLMUNT, 1",LA COROMINA,MAIG,5,4,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
255280.956431024,5161389.83486393,258,"CRTA. RODA, 12",LA SALUT,JUNY,1,0,1,0,0,SORTIDA VIA-CAIGUDA,2022,811200000,Ajuntament de Manlleu
255088.669531962,5161556.44369895,260,"AVD. PUIGMAL, 13",EL PUIG,MAIG,2,1,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
254468.514423517,5160429.59469597,262,"VIA. AUSETANIA, 2",VISTA ALEGRE,JUNY,6,4,2,0,0,ENCALÇ,2022,811200000,Ajuntament de Manlleu
254538.979809093,5161660.05170212,263,"AVD. ROMA, 89",EL PUIG,JUNY,1,0,1,0,0,XOC AMB OBJECTE FIX,2022,811200000,Ajuntament de Manlleu
253943.547980823,5161036.09148009,266,"C/VENDRELL, 49",BAIX VILA,JUNY,2,0,2,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
254490.550464465,5160899.34085916,268,"PS. SANT JOAN, 36",CAVALLERIA,JULIOL,2,1,1,0,0,ENCALÇ,2022,811200000,Ajuntament de Manlleu
255095.179301363,5162419.72112491,270,C/BELLFORT amb C/FONTCUBERTA,ERM,JULIOL,2,1,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
255683.668085811,5161575.8781424,272,"CTRA. OLOT, 140",LA SALUT,AGOST,1,0,1,0,0,SORTIDA VIA-CAIGUDA,2022,811200000,Ajuntament de Manlleu
253492.672330244,5161354.03161119,274,"AVD. ROMA, 239",GRÀCIA,JULIOL,2,1,1,0,0,ENVESTIDA LATERAL,2022,811200000,Ajuntament de Manlleu
